country,customer_ID,invoice_number,invoice_date,due_date,invoice_amount_usd,disputed,dispute_lost,settled_date,days_to_settle,days_late
China,8156-PCYBM,3520663396,28/05/2021,27/06/2021,7459,0,0,27/06/2021,30,0
France,9322-YCTQO,3523951475,25/11/2021,25/12/2021,10704,0,0,27/12/2021,32,2
China,6160-HCSFI,3524586307,24/09/2020,24/10/2020,5536,0,0,16/10/2020,22,0
United States,7758-WKLVM,3524717788,15/02/2020,16/03/2020,5636,0,0,25/03/2020,39,9
Spain,7372-CESLR,3530838063,16/05/2020,15/06/2020,5058,0,0,01/06/2020,16,0
United States,0706-NRGUP,3542268547,27/08/2021,26/09/2021,5720,0,0,01/10/2021,35,5
China,8156-PCYBM,3548287166,07/10/2021,06/11/2021,6339,0,0,03/11/2021,27,0
China,0709-LZRJV,3550686615,28/02/2020,29/03/2020,4049,0,0,19/03/2020,20,0
United States,7260-ZHAKS,3556035555,06/05/2020,05/06/2020,7753,0,0,11/06/2020,36,6
United States,9323-NDIOV,3556859305,13/07/2021,12/08/2021,4448,0,0,07/08/2021,25,0
China,7209-MDWKR,3557541459,19/08/2021,18/09/2021,5186,0,0,19/09/2021,31,1
France,6048-QPZCF,498009655,24/08/2020,23/09/2020,7634,1,0,19/09/2020,26,0
United States,0625-TNJFG,3559978043,25/08/2021,24/09/2021,5017,0,0,11/09/2021,17,0
China,9014-WENVB,3562071227,14/03/2021,13/04/2021,6064,0,0,16/04/2021,33,3
France,5573-KSOIA,3563628885,28/10/2021,27/11/2021,6726,1,0,22/11/2021,25,0
China,9014-WENVB,3564452169,20/07/2021,19/08/2021,4893,0,0,14/08/2021,25,0
France,8389-TCXFQ,3575343812,23/05/2021,22/06/2021,7165,0,0,15/06/2021,23,0
United States,9928-IJYBQ,3581281649,29/11/2021,29/12/2021,5416,0,0,26/12/2021,27,0
United States,0625-TNJFG,3582527568,01/08/2020,31/08/2020,6444,0,0,31/08/2020,30,0
Spain,9250-VHLWY,3603372611,15/04/2021,15/05/2021,6519,0,0,07/05/2021,22,0
China,7209-MDWKR,3605319346,11/02/2020,12/03/2020,3967,0,0,18/03/2020,36,6
Spain,6391-GBFQJ,3619199367,30/10/2021,29/11/2021,3047,0,0,15/11/2021,16,0
United States,2687-XWAMA,3621497785,19/12/2020,18/01/2021,2964,0,0,01/01/2021,13,0
Spain,6391-GBFQJ,3624022887,11/09/2020,11/10/2020,1023,0,0,27/09/2020,16,0
China,0709-LZRJV,3636727153,12/03/2020,11/04/2020,6783,1,0,12/04/2020,31,1
France,5573-KSOIA,3638200662,23/12/2020,22/01/2021,9294,0,0,07/02/2021,46,16
Spain,8690-EEBEO,3651082685,20/03/2020,19/04/2020,2934,0,0,01/05/2020,42,12
China,5920-DPXLN,3652831331,22/11/2021,22/12/2021,4471,0,0,04/12/2021,12,0
France,4651-PMEXQ,3655387597,29/09/2020,29/10/2020,6310,0,0,21/10/2020,22,0
Spain,6177-VTITE,3666273580,23/05/2020,22/06/2020,4803,0,0,09/06/2020,17,0
Spain,0688-XNJRO,3671610537,15/09/2021,15/10/2021,3337,0,0,28/10/2021,43,13
France,8389-TCXFQ,3675527586,15/08/2021,14/09/2021,7405,0,0,29/08/2021,14,0
Spain,8942-ERSWK,3679770947,12/01/2021,11/02/2021,1409,0,0,21/01/2021,9,0
Russia,7695-NKUXM,3686599515,10/09/2021,10/10/2021,5560,1,0,03/10/2021,23,0
United States,9149-MATVB,3693108174,13/09/2021,13/10/2021,3788,0,0,25/09/2021,12,0
Russia,1604-LIFKX,3693123052,25/04/2021,25/05/2021,4782,0,0,03/06/2021,39,9
China,0379-NEVHP,3699989123,07/09/2021,07/10/2021,6288,0,0,13/09/2021,6,0
France,9771-QTLGZ,3705856926,29/04/2021,29/05/2021,4921,0,0,03/05/2021,4,0
Russia,9181-HEKGV,3706686871,16/04/2020,16/05/2020,8884,1,0,18/06/2020,63,33
China,0709-LZRJV,3707879583,30/10/2020,29/11/2020,7082,0,0,29/11/2020,30,0
France,4640-FGEJI,3714896459,11/01/2020,10/02/2020,8442,0,0,08/02/2020,28,0
Spain,6391-GBFQJ,3715216234,04/07/2021,03/08/2021,1076,0,0,18/07/2021,14,0
Spain,7654-DOLHO,3717676857,13/09/2020,13/10/2020,822,0,0,05/10/2020,22,0
France,0783-PEPYR,3720515641,02/11/2020,02/12/2020,6227,0,0,04/12/2020,32,2
China,3569-VJWXS,3723989407,26/12/2020,25/01/2021,3486,0,0,21/01/2021,26,0
France,5164-VMYWJ,3724015185,29/08/2020,28/09/2020,7179,0,0,03/10/2020,35,5
Russia,5613-UHVMG,3724269616,22/06/2020,22/07/2020,4971,1,1,03/08/2020,42,12
China,8820-BLYDZ,3732687518,22/08/2021,21/09/2021,7091,0,0,28/08/2021,6,0
China,2820-XGXSB,3737203878,08/07/2020,07/08/2020,8162,0,0,13/07/2020,5,0
China,3598-DNURW,3746199110,30/03/2020,29/04/2020,5857,0,0,24/04/2020,25,0
United States,2447-JCFGW,3752294245,19/06/2020,19/07/2020,5573,0,0,21/07/2020,32,2
France,9771-QTLGZ,6163803491,28/08/2020,27/09/2020,6137,1,0,16/09/2020,19,0
United States,7050-KQLDO,3761293373,28/11/2020,28/12/2020,3655,0,0,18/12/2020,20,0
United States,9928-IJYBQ,3761658749,31/05/2021,30/06/2021,6638,0,0,08/07/2021,38,8
Russia,8887-NCUZC,3769234535,17/06/2020,17/07/2020,1073,0,0,05/07/2020,18,0
China,6160-HCSFI,3773503534,02/12/2020,01/01/2021,5805,0,0,27/12/2020,25,0
France,1447-YZKCL,3775864259,01/08/2020,31/08/2020,6266,0,0,13/09/2020,43,13
China,7329-TWKLF,3776405169,05/05/2021,04/06/2021,6646,0,0,25/05/2021,20,0
Spain,9286-VLKMI,3787074696,28/03/2020,27/04/2020,2970,0,0,04/04/2020,7,0
Spain,6296-UKEUZ,3789813449,09/06/2020,09/07/2020,4825,0,0,11/06/2020,2,0
United States,2026-XLBER,3795765177,21/06/2021,21/07/2021,3713,0,0,05/07/2021,14,0
Spain,0688-XNJRO,3800378393,15/06/2021,15/07/2021,952,0,0,23/07/2021,38,8
France,6048-QPZCF,9242625204,28/08/2020,27/09/2020,9529,1,0,15/09/2020,18,0
United States,0465-DTULQ,3812264523,28/12/2020,27/01/2021,5871,0,0,25/01/2021,28,0
France,7600-OISKG,2015068982,30/08/2020,29/09/2020,7443,1,0,06/10/2020,37,7
China,0379-NEVHP,3819986935,01/03/2020,31/03/2020,4865,1,0,17/04/2020,47,17
United States,7228-LEPPM,3824960117,27/09/2020,27/10/2020,3548,0,0,09/11/2020,43,13
United States,9149-MATVB,3829618241,05/12/2020,04/01/2021,4228,0,0,06/01/2021,32,2
France,4651-PMEXQ,3831133517,30/04/2020,30/05/2020,8370,0,0,22/05/2020,22,0
France,7938-EVASK,3836894738,13/06/2021,13/07/2021,5843,0,0,14/07/2021,31,1
France,6833-ETVHD,3839625778,25/10/2021,24/11/2021,8506,1,1,10/11/2021,16,0
France,9771-QTLGZ,6475160337,31/08/2020,30/09/2020,5275,1,0,19/09/2020,19,0
Spain,9883-SDWFS,3845592498,17/08/2021,16/09/2021,4518,0,0,20/09/2021,34,4
United States,5592-UQXSS,3861006083,15/11/2021,15/12/2021,2194,1,0,31/12/2021,46,16
France,1447-YZKCL,3861752292,05/05/2020,04/06/2020,5578,0,0,12/06/2020,38,8
China,3598-DNURW,3863229608,20/06/2021,20/07/2021,6903,0,0,08/07/2021,18,0
France,3448-OWJOT,5990869923,22/08/2020,21/09/2020,4872,1,1,08/10/2020,47,17
France,2621-XCLEH,3867210105,22/02/2020,23/03/2020,6980,0,0,05/04/2020,43,13
France,8976-AMJEO,3867618352,25/10/2020,24/11/2020,5196,0,0,23/11/2020,29,0
China,2676-DZINU,3869938435,26/07/2020,25/08/2020,8426,0,0,16/08/2020,21,0
Spain,0688-XNJRO,3876210500,08/09/2021,08/10/2021,2290,0,0,26/10/2021,48,18
Russia,5148-SYKLB,3877994257,18/06/2020,18/07/2020,5835,1,0,02/08/2020,45,15
China,2820-XGXSB,3878072664,23/05/2020,22/06/2020,6525,0,0,30/05/2020,7,0
China,3569-VJWXS,3889145574,15/03/2020,14/04/2020,3966,0,0,07/04/2020,23,0
Spain,0688-XNJRO,3894033760,15/04/2020,15/05/2020,3530,0,0,03/06/2020,49,19
Spain,9250-VHLWY,3894320237,01/12/2020,31/12/2020,6343,0,0,24/12/2020,23,0
United States,9928-IJYBQ,3898799509,03/07/2020,02/08/2020,4580,0,0,07/08/2020,35,5
France,4651-PMEXQ,3901727084,07/04/2021,07/05/2021,8906,0,0,28/04/2021,21,0
Russia,5875-VZQCZ,3905872436,27/05/2020,26/06/2020,7007,1,0,04/07/2020,38,8
United States,0706-NRGUP,3910002517,28/11/2021,28/12/2021,2937,0,0,26/12/2021,28,0
Spain,0688-XNJRO,3913519192,30/09/2020,30/10/2020,4640,0,0,14/11/2020,45,15
France,4640-FGEJI,1102427426,02/09/2020,02/10/2020,6857,1,1,14/10/2020,42,12
France,8389-TCXFQ,6584242369,11/09/2020,11/10/2020,4635,1,0,09/10/2020,28,0
France,9758-AIEIK,3931477108,29/04/2021,29/05/2021,6571,0,0,15/05/2021,16,0
United States,5592-UQXSS,3932416127,28/08/2021,27/09/2021,5294,1,0,12/10/2021,45,15
Spain,3271-YDPUJ,3938548126,05/04/2021,05/05/2021,5086,0,0,26/04/2021,21,0
Spain,7372-CESLR,3940788745,08/02/2020,09/03/2020,3074,0,0,03/03/2020,24,0
China,9841-XLGBV,3943254945,06/07/2021,05/08/2021,3633,0,0,01/08/2021,26,0
China,5196-TWQXF,3944350713,30/10/2021,29/11/2021,7506,0,0,19/11/2021,20,0
United States,0625-TNJFG,3945949225,31/10/2020,30/11/2020,3790,0,0,15/11/2020,15,0
France,5164-VMYWJ,9860244611,15/09/2020,15/10/2020,6258,1,0,22/10/2020,37,7
China,1080-NDGAE,3954057080,10/05/2021,09/06/2021,7450,1,0,15/06/2021,36,6
United States,0706-NRGUP,3958060330,22/05/2020,21/06/2020,3502,0,0,28/06/2020,37,7
France,7600-OISKG,8131192839,16/09/2020,16/10/2020,6095,1,1,25/10/2020,39,9
France,9725-EZTEJ,6265099337,28/09/2020,28/10/2020,5554,1,1,30/10/2020,32,2
United States,6831-FIODB,3961690887,15/01/2020,14/02/2020,4628,0,0,13/02/2020,29,0
France,0783-PEPYR,8382421151,30/09/2020,30/10/2020,8736,1,0,18/11/2020,49,19
Russia,7946-HJDUR,3974531546,04/05/2021,03/06/2021,4328,0,0,04/06/2021,31,1
China,2125-HJDLA,3975362830,25/12/2020,24/01/2021,2700,0,0,26/01/2021,32,2
China,5529-TBPGK,3978972752,28/09/2020,28/10/2020,8659,0,0,30/10/2020,32,2
China,9212-BTDMX,3980946112,11/04/2020,11/05/2020,6326,0,0,26/04/2020,15,0
China,6160-HCSFI,3987219947,07/01/2021,06/02/2021,6985,0,0,08/02/2021,32,2
United States,2447-JCFGW,3990073198,28/03/2021,27/04/2021,1136,0,0,21/04/2021,24,0
Russia,7946-HJDUR,4003153624,09/06/2020,09/07/2020,5885,0,0,09/07/2020,30,0
United States,2447-JCFGW,4003648294,05/04/2021,05/05/2021,3924,0,0,28/04/2021,23,0
United States,9149-MATVB,4004477846,29/10/2020,28/11/2020,2583,0,0,27/11/2020,29,0
France,5284-DJOZO,4016860144,31/03/2020,30/04/2020,5856,0,0,12/04/2020,12,0
China,8156-PCYBM,4023295233,10/03/2020,09/04/2020,7180,0,0,04/04/2020,25,0
United States,9323-NDIOV,4025313129,29/11/2021,29/12/2021,8438,0,0,09/01/2022,41,11
China,6160-HCSFI,4026967253,30/08/2021,29/09/2021,6948,0,0,17/09/2021,18,0
Spain,9460-VAZGD,4028893076,26/06/2021,26/07/2021,2837,0,0,07/07/2021,11,0
Spain,8690-EEBEO,4033537104,24/10/2021,23/11/2021,4331,0,0,01/12/2021,38,8
China,0187-ERLSR,4037644863,29/03/2020,28/04/2020,6268,1,0,25/04/2020,27,0
France,8976-AMJEO,4039055586,21/05/2021,20/06/2021,9763,0,0,14/06/2021,24,0
Spain,7654-DOLHO,4041763430,06/04/2020,06/05/2020,3793,0,0,09/05/2020,33,3
France,8976-AMJEO,4041880316,14/04/2020,14/05/2020,7790,0,0,10/05/2020,26,0
Russia,5875-VZQCZ,4046691560,30/12/2020,29/01/2021,8137,1,0,11/02/2021,43,13
Spain,9460-VAZGD,4047974141,28/09/2021,28/10/2021,5100,0,0,15/10/2021,17,0
France,1447-YZKCL,4050934350,23/06/2020,23/07/2020,7141,0,0,23/07/2020,30,0
United States,6831-FIODB,4056509011,11/04/2021,11/05/2021,7441,0,0,08/05/2021,27,0
China,9174-IYKOC,4060402287,02/03/2021,01/04/2021,6084,0,0,23/03/2021,21,0
France,9725-EZTEJ,4305549852,06/10/2020,05/11/2020,6057,1,0,30/10/2020,24,0
China,0187-ERLSR,4063317759,22/09/2020,22/10/2020,6526,1,0,11/10/2020,19,0
United States,2026-XLBER,4067113449,19/05/2021,18/06/2021,4488,1,1,21/06/2021,33,3
Spain,7654-DOLHO,4071851382,05/11/2020,05/12/2020,3236,0,0,09/12/2020,34,4
China,5196-TWQXF,4072901129,29/10/2021,28/11/2021,7849,0,0,13/11/2021,15,0
France,9725-EZTEJ,685917930,13/10/2020,12/11/2020,12438,1,1,10/11/2020,28,0
Spain,9883-SDWFS,4077139866,08/08/2021,07/09/2021,6277,1,0,17/09/2021,40,10
Russia,2824-HJQPP,4080383560,04/01/2021,03/02/2021,5879,0,0,25/01/2021,21,0
United States,0625-TNJFG,4084102990,08/09/2021,08/10/2021,6429,0,0,22/09/2021,14,0
China,5196-TWQXF,4087966475,29/03/2020,28/04/2020,6032,0,0,19/04/2020,21,0
France,5284-DJOZO,4094908034,22/08/2021,21/09/2021,7084,0,0,26/08/2021,4,0
United States,6077-FDQRK,4109648418,05/05/2020,04/06/2020,3686,0,0,05/06/2020,31,1
France,5573-KSOIA,822444456,13/10/2020,12/11/2020,10261,1,0,30/11/2020,48,18
China,9841-XLGBV,4114424286,16/03/2020,15/04/2020,4625,0,0,24/04/2020,39,9
United States,9323-NDIOV,4119311204,30/06/2020,30/07/2020,6013,0,0,04/08/2020,35,5
France,8389-TCXFQ,1732794760,22/10/2020,21/11/2020,6160,1,1,20/11/2020,29,0
China,9174-IYKOC,4125716174,26/01/2021,25/02/2021,5627,0,0,18/02/2021,23,0
United States,4460-ZXNDN,4125771401,06/05/2020,05/06/2020,6440,0,0,12/06/2020,37,7
Spain,3271-YDPUJ,4129245588,03/08/2020,02/09/2020,4573,0,0,01/09/2020,29,0
Spain,9286-VLKMI,4131224572,02/07/2021,01/08/2021,8059,0,0,04/07/2021,2,0
Russia,6627-ELFBK,4138615040,11/01/2021,10/02/2021,6601,0,0,01/02/2021,21,0
Russia,5148-SYKLB,4140763678,09/05/2021,08/06/2021,8943,1,0,13/06/2021,35,5
Spain,9250-VHLWY,4143818565,19/06/2021,19/07/2021,3469,0,0,14/07/2021,25,0
Russia,8102-ABPKQ,4145307595,18/11/2020,18/12/2020,7455,1,0,04/01/2021,47,17
Russia,5148-SYKLB,4145738246,30/08/2020,29/09/2020,6737,1,1,06/10/2020,37,7
Russia,3568-JJMFW,4146703959,29/03/2021,28/04/2021,8121,1,0,17/04/2021,19,0
Russia,5148-SYKLB,4148364406,19/04/2021,19/05/2021,7428,1,0,29/05/2021,40,10
France,4640-FGEJI,4151030828,24/04/2021,24/05/2021,4964,0,0,05/05/2021,11,0
United States,9928-IJYBQ,4152504148,05/03/2020,04/04/2020,6666,0,0,06/04/2020,32,2
France,8976-AMJEO,4153488634,14/09/2021,14/10/2021,6929,0,0,08/10/2021,24,0
China,0187-ERLSR,4160638076,16/02/2021,18/03/2021,5650,1,0,02/03/2021,14,0
France,9725-EZTEJ,8260736009,22/10/2020,21/11/2020,9324,1,0,11/11/2020,20,0
China,5920-DPXLN,4170821223,19/03/2020,18/04/2020,4914,0,0,14/04/2020,26,0
France,4092-ZAVRG,893342729,23/10/2020,22/11/2020,8443,1,0,21/11/2020,29,0
United States,7260-ZHAKS,4176062876,26/11/2020,26/12/2020,6118,0,0,22/12/2020,26,0
China,6632-CGYHU,4177855353,17/12/2020,16/01/2021,7441,0,0,01/01/2021,15,0
France,6833-ETVHD,4178322106,12/07/2021,11/08/2021,5583,0,0,24/07/2021,12,0
United States,0706-NRGUP,4182069928,19/06/2020,19/07/2020,1678,0,0,23/07/2020,34,4
United States,3993-QUNVJ,4186884688,10/05/2021,09/06/2021,6010,0,0,25/05/2021,15,0
Russia,3568-JJMFW,4191207150,05/05/2020,04/06/2020,8238,1,0,08/06/2020,34,4
China,0379-NEVHP,4192014066,12/07/2021,11/08/2021,3090,0,0,25/07/2021,13,0
Spain,6177-VTITE,4193415114,18/06/2020,18/07/2020,4939,0,0,02/07/2020,14,0
United States,2447-JCFGW,4194772390,12/11/2020,12/12/2020,6482,0,0,02/12/2020,20,0
Spain,9883-SDWFS,4205152845,02/03/2020,01/04/2020,2637,0,0,30/03/2020,28,0
Russia,6004-KITZM,4218477720,28/11/2021,28/12/2021,3081,0,0,08/12/2021,10,0
Russia,8364-UWVLM,4220885855,31/10/2021,30/11/2021,8767,1,0,05/12/2021,35,5
China,8820-BLYDZ,4222838361,11/09/2020,11/10/2020,7418,0,0,15/09/2020,4,0
France,9758-AIEIK,4232761255,07/05/2021,06/06/2021,5978,0,0,21/05/2021,14,0
France,9117-LYRCE,4237427511,30/07/2021,29/08/2021,4164,0,0,27/08/2021,28,0
Russia,6627-ELFBK,4240460379,21/05/2020,20/06/2020,5864,0,0,26/06/2020,36,6
France,7245-CKNCN,4240902395,02/03/2020,01/04/2020,6913,0,0,23/03/2020,21,0
Russia,7946-HJDUR,4242402632,28/05/2020,27/06/2020,3532,0,0,26/06/2020,29,0
United States,7758-WKLVM,4242889718,05/05/2021,04/06/2021,8123,0,0,20/06/2021,46,16
United States,7856-ODQFO,4249624347,20/01/2021,19/02/2021,5686,1,0,25/02/2021,36,6
Spain,6391-GBFQJ,4255145592,23/03/2020,22/04/2020,1809,0,0,08/04/2020,16,0
United States,0465-DTULQ,4259682376,18/12/2020,17/01/2021,2253,1,0,27/01/2021,40,10
Russia,6627-ELFBK,4259739726,01/03/2021,31/03/2021,5365,0,0,18/03/2021,17,0
China,9212-BTDMX,4271825679,30/12/2020,29/01/2021,4885,0,0,18/01/2021,19,0
France,5284-DJOZO,4274501664,13/04/2020,13/05/2020,8147,0,0,21/04/2020,8,0
Spain,6296-UKEUZ,4276703607,16/09/2020,16/10/2020,2505,0,0,19/09/2020,3,0
Spain,6296-UKEUZ,4293073482,20/05/2020,19/06/2020,3727,0,0,29/05/2020,9,0
France,5573-KSOIA,4294426239,07/12/2020,06/01/2021,6170,0,0,12/01/2021,36,6
China,2125-HJDLA,4297912131,16/02/2020,17/03/2020,7921,0,0,25/03/2020,38,8
France,8976-AMJEO,4303435021,17/12/2020,16/01/2021,4245,0,0,31/12/2020,14,0
France,9771-QTLGZ,4519358354,26/10/2020,25/11/2020,4925,1,1,14/11/2020,19,0
China,7329-TWKLF,4308058609,21/05/2021,20/06/2021,6142,0,0,11/06/2021,21,0
France,3448-OWJOT,1380765648,01/09/2020,01/10/2020,7010,1,0,16/10/2020,45,15
Spain,8690-EEBEO,4318635686,21/03/2021,20/04/2021,9250,0,0,26/04/2021,36,6
France,6833-ETVHD,4320746005,27/11/2020,27/12/2020,7061,0,0,18/12/2020,21,0
China,5920-DPXLN,4325243093,06/07/2020,05/08/2020,5280,0,0,22/07/2020,16,0
United States,3831-FXWYK,4325495498,12/01/2021,11/02/2021,6926,0,0,16/02/2021,35,5
United States,7856-ODQFO,4326179452,19/11/2020,19/12/2020,2762,1,0,22/12/2020,33,3
France,4651-PMEXQ,4329916813,17/11/2020,17/12/2020,6385,0,0,12/12/2020,25,0
China,1080-NDGAE,4336863090,11/01/2020,10/02/2020,7306,1,0,06/02/2020,26,0
United States,7260-ZHAKS,4346922316,16/02/2021,18/03/2021,7828,0,0,14/03/2021,26,0
France,9725-EZTEJ,9704617693,27/10/2020,26/11/2020,7234,1,1,03/12/2020,37,7
Russia,6627-ELFBK,4360072261,25/09/2020,25/10/2020,3604,0,0,22/10/2020,27,0
United States,7758-WKLVM,4364390277,04/10/2020,03/11/2020,9452,1,1,27/11/2020,54,24
China,7209-MDWKR,4365495636,31/03/2021,30/04/2021,7544,0,0,28/04/2021,28,0
Spain,9286-VLKMI,4369910958,04/11/2021,04/12/2021,3262,0,0,05/11/2021,1,0
Spain,7654-DOLHO,4371325400,02/02/2021,04/03/2021,2460,0,0,17/02/2021,15,0
France,7938-EVASK,4371434034,23/02/2020,24/03/2020,8308,0,0,05/04/2020,42,12
Spain,8942-ERSWK,4373510378,15/04/2020,15/05/2020,3885,0,0,23/04/2020,8,0
Russia,6627-ELFBK,4380014151,26/03/2021,25/04/2021,9265,1,0,26/04/2021,31,1
United States,9323-NDIOV,4381512590,02/11/2021,02/12/2021,6828,0,0,06/12/2021,34,4
United States,2687-XWAMA,4384814254,30/04/2021,30/05/2021,2734,0,0,10/05/2021,10,0
Spain,1408-OQZUE,4386748004,18/01/2021,17/02/2021,7229,0,0,19/02/2021,32,2
China,6160-HCSFI,4392918366,10/03/2020,09/04/2020,8187,0,0,04/04/2020,25,0
Russia,9181-HEKGV,4395512737,05/08/2021,04/09/2021,7213,1,0,13/09/2021,39,9
China,7329-TWKLF,4396260953,02/04/2021,02/05/2021,5667,0,0,16/04/2021,14,0
United States,9323-NDIOV,4398006570,30/09/2021,30/10/2021,4481,0,0,29/10/2021,29,0
France,7600-OISKG,2265242643,31/10/2020,30/11/2020,7007,1,0,07/12/2020,37,7
Spain,8942-ERSWK,4408670788,03/05/2021,02/06/2021,2332,0,0,10/05/2021,7,0
France,7938-EVASK,4419510167,15/06/2021,15/07/2021,4414,0,0,19/07/2021,34,4
United States,4460-ZXNDN,4421046102,09/06/2020,09/07/2020,6444,0,0,12/07/2020,33,3
United States,4460-ZXNDN,4426647863,25/10/2020,24/11/2020,7529,1,0,10/12/2020,46,16
Spain,0688-XNJRO,4433390540,21/04/2020,21/05/2020,4962,0,0,08/06/2020,48,18
China,0709-LZRJV,4444986261,21/07/2021,20/08/2021,8177,1,1,29/08/2021,39,9
China,8156-PCYBM,4450632944,13/05/2021,12/06/2021,7087,0,0,08/06/2021,26,0
China,9212-BTDMX,4454426709,12/10/2021,11/11/2021,6623,0,0,21/10/2021,9,0
France,4632-QZOKX,5025604819,03/11/2020,03/12/2020,6404,1,1,26/12/2020,53,23
United States,6831-FIODB,4458878337,22/05/2020,21/06/2020,4216,1,0,14/07/2020,53,23
Spain,1168-BEASA,4462653546,02/08/2020,01/09/2020,5717,0,0,26/08/2020,24,0
United States,7856-ODQFO,4464051329,19/09/2020,19/10/2020,4141,1,0,17/10/2020,28,0
China,5920-DPXLN,4465814850,12/04/2021,12/05/2021,6333,0,0,24/04/2021,12,0
China,3569-VJWXS,4469521566,26/04/2021,26/05/2021,4379,0,0,12/05/2021,16,0
Russia,5924-UOPGH,4475076763,18/03/2020,17/04/2020,6993,0,0,06/04/2020,19,0
France,6833-ETVHD,4478015837,27/07/2021,26/08/2021,8768,0,0,13/08/2021,17,0
United States,0465-DTULQ,4481983205,29/08/2020,28/09/2020,7067,0,0,28/09/2020,30,0
Spain,6296-UKEUZ,4483283236,21/07/2021,20/08/2021,1586,0,0,23/07/2021,2,0
Spain,9286-VLKMI,4485970270,08/08/2020,07/09/2020,4152,0,0,15/08/2020,7,0
China,9174-IYKOC,4489585769,30/05/2021,29/06/2021,8731,0,0,15/06/2021,16,0
China,5529-TBPGK,4494083848,28/12/2020,27/01/2021,6824,0,0,05/02/2021,39,9
China,2423-QOKIO,4507038116,01/04/2021,01/05/2021,9182,0,0,01/05/2021,30,0
France,9322-YCTQO,4509742801,10/04/2021,10/05/2021,8498,0,0,16/05/2021,36,6
France,7600-OISKG,1212195050,05/11/2020,05/12/2020,8751,1,0,29/11/2020,24,0
United States,7758-WKLVM,4518177634,23/10/2021,22/11/2021,6030,0,0,24/11/2021,32,2
France,9725-EZTEJ,2254968962,10/11/2020,10/12/2020,8743,1,1,23/12/2020,43,13
United States,3993-QUNVJ,4527375934,25/03/2021,24/04/2021,4733,0,0,08/04/2021,14,0
China,7329-TWKLF,4534576559,03/01/2021,02/02/2021,9137,0,0,16/01/2021,13,0
France,4651-PMEXQ,4538309227,07/09/2020,07/10/2020,7207,0,0,30/09/2020,23,0
China,2125-HJDLA,4540004449,12/07/2021,11/08/2021,8520,0,0,13/08/2021,32,2
Spain,9250-VHLWY,4540037935,06/04/2020,06/05/2020,4941,0,0,05/05/2020,29,0
France,5164-VMYWJ,4560936162,22/03/2021,21/04/2021,7200,0,0,15/04/2021,24,0
China,9014-WENVB,4565113116,25/09/2020,25/10/2020,6946,0,0,02/11/2020,38,8
United States,0465-DTULQ,4566394525,04/01/2020,03/02/2020,5591,0,0,04/02/2020,31,1
France,5573-KSOIA,4570744904,23/02/2021,25/03/2021,6752,0,0,26/03/2021,31,1
United States,7758-WKLVM,4583643866,29/04/2020,29/05/2020,8478,0,0,07/06/2020,39,9
France,3448-OWJOT,8867732285,26/10/2020,25/11/2020,9651,1,0,26/11/2020,31,1
China,5920-DPXLN,4587287662,17/02/2020,18/03/2020,6195,0,0,10/03/2020,22,0
Russia,8102-ABPKQ,4588532423,12/03/2021,11/04/2021,5852,1,0,28/04/2021,47,17
United States,9149-MATVB,4589265593,04/02/2021,06/03/2021,5653,0,0,28/02/2021,24,0
China,1080-NDGAE,4589989662,17/09/2020,17/10/2020,9416,1,0,18/10/2020,31,1
France,2621-XCLEH,7619716138,18/11/2020,18/12/2020,8639,1,0,01/02/2021,75,45
China,0709-LZRJV,4595561744,01/07/2021,31/07/2021,5028,0,0,18/07/2021,17,0
United States,7050-KQLDO,4601584321,06/01/2021,05/02/2021,5260,0,0,19/01/2021,13,0
China,8156-PCYBM,4617374678,28/02/2021,30/03/2021,5080,0,0,28/03/2021,28,0
United States,7050-KQLDO,4633078854,14/02/2020,15/03/2020,7836,0,0,16/03/2020,31,1
Russia,7946-HJDUR,4637486931,28/04/2021,28/05/2021,6286,1,0,23/06/2021,56,26
United States,6077-FDQRK,4639183363,18/11/2020,18/12/2020,5339,0,0,03/12/2020,15,0
China,6708-DPYTF,4644516545,15/04/2020,15/05/2020,5873,0,0,28/05/2020,43,13
United States,0706-NRGUP,4649451107,15/09/2021,15/10/2021,2381,0,0,06/10/2021,21,0
France,5164-VMYWJ,4657747158,24/03/2021,23/04/2021,8264,0,0,19/04/2021,26,0
United States,3831-FXWYK,4667456223,24/03/2020,23/04/2020,8990,0,0,04/05/2020,41,11
Russia,9181-HEKGV,4668608174,11/07/2021,10/08/2021,6842,1,0,26/08/2021,46,16
China,9841-XLGBV,4670071329,28/01/2021,27/02/2021,5183,0,0,18/02/2021,21,0
Russia,5924-UOPGH,4671698071,23/11/2021,23/12/2021,10996,1,0,22/12/2021,29,0
China,7329-TWKLF,4672194108,02/10/2020,01/11/2020,4235,0,0,04/11/2020,33,3
China,2676-DZINU,4677673825,02/10/2020,01/11/2020,4707,0,0,21/10/2020,19,0
United States,0625-TNJFG,4681944108,31/08/2020,30/09/2020,5580,0,0,23/09/2020,23,0
United States,7228-LEPPM,4682447856,02/03/2021,01/04/2021,7937,1,0,12/04/2021,41,11
Russia,5924-UOPGH,4682843239,11/03/2020,10/04/2020,5647,1,0,07/04/2020,27,0
Spain,7372-CESLR,4685005154,07/06/2020,07/07/2020,2614,0,0,07/07/2020,30,0
France,9725-EZTEJ,1702975198,30/11/2020,30/12/2020,8644,1,0,02/01/2021,33,3
